V1	Ix(M1:D)
2.250000000000000e+00	9.122501e-06
2.260000000000000e+00	2.678078e-05
2.270000000000000e+00	5.369209e-05
2.280000000000000e+00	8.982804e-05
2.290000000000000e+00	1.351604e-04
2.300000000000000e+00	1.896611e-04
2.310000000000000e+00	2.533021e-04
2.320000000000000e+00	3.260556e-04
2.330000000000000e+00	4.078941e-04
2.340000000000000e+00	4.987898e-04
2.350000000000000e+00	5.987155e-04
2.360000000000000e+00	7.076439e-04
2.370000000000000e+00	8.255478e-04
2.380000000000000e+00	9.524003e-04
2.390000000000000e+00	1.088175e-03
2.400000000000000e+00	1.232844e-03
2.410000000000000e+00	1.386382e-03
2.420000000000000e+00	1.548761e-03
2.430000000000000e+00	1.719957e-03
2.440000000000000e+00	1.899942e-03
2.450000000000000e+00	2.088690e-03
2.460000000000000e+00	2.286176e-03
2.470000000000000e+00	2.492373e-03
2.480000000000000e+00	2.707257e-03
2.490000000000000e+00	2.930801e-03
2.500000000000000e+00	3.162980e-03
2.510000000000000e+00	3.403769e-03
2.520000000000000e+00	3.653142e-03
2.530000000000000e+00	3.911075e-03
2.540000000000000e+00	4.177542e-03
2.550000000000000e+00	4.452520e-03
2.560000000000000e+00	4.735982e-03
2.570000000000000e+00	5.027905e-03
2.580000000000000e+00	5.328264e-03
2.590000000000000e+00	5.637035e-03
2.600000000000000e+00	5.954193e-03
2.610000000000000e+00	6.279714e-03
2.620000000000000e+00	6.613575e-03
2.630000000000000e+00	6.955752e-03
2.640000000000000e+00	7.306220e-03
2.650000000000000e+00	7.664957e-03
2.660000000000000e+00	8.031937e-03
2.670000000000000e+00	8.407139e-03
2.680000000000000e+00	8.790540e-03
2.690000000000000e+00	9.182114e-03
2.700000000000000e+00	9.581841e-03
2.710000000000000e+00	9.989695e-03
2.720000000000000e+00	1.040566e-02
2.730000000000000e+00	1.082970e-02
2.740000000000000e+00	1.126180e-02
2.750000000000000e+00	1.170194e-02
2.760000000000000e+00	1.215010e-02
2.770000000000000e+00	1.260625e-02
2.780000000000000e+00	1.307037e-02
2.790000000000000e+00	1.354244e-02
2.800000000000000e+00	1.402243e-02
2.810000000000000e+00	1.451033e-02
2.820000000000000e+00	1.500612e-02
2.830000000000000e+00	1.550976e-02
2.840000000000000e+00	1.602124e-02
2.850000000000000e+00	1.654054e-02
2.860000000000000e+00	1.706764e-02
2.870000000000000e+00	1.760251e-02
2.880000000000000e+00	1.814514e-02
2.890000000000000e+00	1.869549e-02
2.900000000000000e+00	1.925356e-02
2.910000000000000e+00	1.981932e-02
2.920000000000000e+00	2.039276e-02
2.930000000000000e+00	2.097383e-02
2.940000000000000e+00	2.156254e-02
2.950000000000000e+00	2.215886e-02
2.960000000000000e+00	2.276276e-02
2.970000000000000e+00	2.337423e-02
2.980000000000000e+00	2.399324e-02
2.990000000000000e+00	2.461978e-02
3.000000000000000e+00	2.525383e-02
3.010000000000000e+00	2.589537e-02
3.020000000000000e+00	2.654437e-02
3.030000000000000e+00	2.720081e-02
3.040000000000000e+00	2.786469e-02
3.050000000000000e+00	2.853597e-02
3.060000000000000e+00	2.921464e-02
3.070000000000000e+00	2.990067e-02
3.080000000000000e+00	3.059405e-02
3.090000000000000e+00	3.129477e-02
3.100000000000000e+00	3.200279e-02
3.110000000000000e+00	3.271810e-02
3.120000000000000e+00	3.344069e-02
3.130000000000000e+00	3.417052e-02
3.140000000000000e+00	3.490759e-02
3.150000000000000e+00	3.565188e-02
3.160000000000000e+00	3.640336e-02
3.170000000000000e+00	3.716202e-02
3.180000000000000e+00	3.792784e-02
3.190000000000000e+00	3.870080e-02
3.200000000000000e+00	3.948088e-02
3.210000000000000e+00	4.026806e-02
3.220000000000000e+00	4.106233e-02
3.230000000000000e+00	4.186366e-02
3.240000000000000e+00	4.267204e-02
3.250000000000000e+00	4.348746e-02
3.260000000000000e+00	4.430988e-02
3.270000000000000e+00	4.513931e-02
3.280000000000000e+00	4.597571e-02
3.290000000000000e+00	4.681906e-02
3.300000000000000e+00	4.766937e-02
3.310000000000000e+00	4.852659e-02
3.320000000000000e+00	4.939072e-02
3.330000000000000e+00	5.026174e-02
3.340000000000000e+00	5.113963e-02
3.350000000000000e+00	5.202438e-02
3.360000000000000e+00	5.291596e-02
3.370000000000000e+00	5.381437e-02
3.380000000000000e+00	5.471957e-02
3.390000000000000e+00	5.563156e-02
3.400000000000000e+00	5.655033e-02
3.410000000000000e+00	5.747584e-02
3.420000000000000e+00	5.840809e-02
3.430000000000000e+00	5.934706e-02
3.440000000000000e+00	6.029273e-02
3.450000000000000e+00	6.124508e-02
3.460000000000000e+00	6.220411e-02
3.470000000000000e+00	6.316978e-02
3.480000000000000e+00	6.414210e-02
3.490000000000000e+00	6.512103e-02
3.500000000000000e+00	6.610657e-02
3.510000000000000e+00	6.709869e-02
3.520000000000000e+00	6.809738e-02
3.530000000000000e+00	6.910264e-02
3.540000000000000e+00	7.011443e-02
3.550000000000000e+00	7.113273e-02
3.560000000000000e+00	7.215755e-02
3.570000000000000e+00	7.318886e-02
3.580000000000000e+00	7.422666e-02
3.590000000000000e+00	7.527090e-02
3.600000000000000e+00	7.632159e-02
3.610000000000000e+00	7.737871e-02
3.620000000000000e+00	7.844225e-02
3.630000000000000e+00	7.951218e-02
3.640000000000000e+00	8.058850e-02
3.650000000000000e+00	8.167118e-02
3.660000000000000e+00	8.276021e-02
3.670000000000000e+00	8.385558e-02
3.680000000000000e+00	8.495728e-02
3.690000000000000e+00	8.606528e-02
3.700000000000000e+00	8.717957e-02
3.710000000000000e+00	8.830014e-02
3.720000000000000e+00	8.942697e-02
3.730000000000000e+00	9.056005e-02
3.740000000000000e+00	9.169936e-02
3.750000000000000e+00	9.284489e-02
3.760000000000000e+00	9.399662e-02
3.770000000000000e+00	9.515455e-02
3.780000000000000e+00	9.631864e-02
3.790000000000000e+00	9.748890e-02
3.800000000000000e+00	9.866530e-02
3.810000000000000e+00	9.984782e-02
3.820000000000000e+00	1.010365e-01
3.830000000000000e+00	1.022312e-01
3.840000000000000e+00	1.034321e-01
3.850000000000000e+00	1.046390e-01
3.860000000000000e+00	1.058519e-01
3.870000000000000e+00	1.070710e-01
3.880000000000000e+00	1.082960e-01
3.890000000000000e+00	1.095271e-01
3.900000000000000e+00	1.107641e-01
3.910000000000000e+00	1.120072e-01
3.920000000000000e+00	1.132562e-01
3.930000000000000e+00	1.145112e-01
3.940000000000000e+00	1.157722e-01
3.950000000000000e+00	1.170391e-01
3.960000000000000e+00	1.183119e-01
3.970000000000000e+00	1.195906e-01
3.980000000000000e+00	1.208752e-01
3.990000000000000e+00	1.221657e-01
4.000000000000000e+00	1.234621e-01
4.010000000000000e+00	1.247643e-01
4.020000000000000e+00	1.260723e-01
4.030000000000000e+00	1.273862e-01
4.040000000000000e+00	1.287059e-01
4.050000000000000e+00	1.300314e-01
4.060000000000000e+00	1.313627e-01
4.070000000000000e+00	1.326998e-01
4.080000000000000e+00	1.340426e-01
4.090000000000000e+00	1.353912e-01
4.100000000000000e+00	1.367455e-01
4.110000000000000e+00	1.381056e-01
4.120000000000000e+00	1.394713e-01
4.130000000000000e+00	1.408428e-01
4.140000000000000e+00	1.422199e-01
4.150000000000000e+00	1.436027e-01
4.160000000000000e+00	1.449912e-01
4.170000000000000e+00	1.463853e-01
4.180000000000000e+00	1.477851e-01
4.190000000000000e+00	1.491905e-01
4.200000000000000e+00	1.506015e-01
4.210000000000000e+00	1.520181e-01
4.220000000000000e+00	1.534403e-01
4.230000000000000e+00	1.548680e-01
4.240000000000000e+00	1.563014e-01
4.250000000000000e+00	1.577402e-01
4.260000000000000e+00	1.591846e-01
4.270000000000000e+00	1.606346e-01
4.280000000000000e+00	1.620900e-01
4.290000000000000e+00	1.635510e-01
4.300000000000000e+00	1.650174e-01
4.310000000000000e+00	1.664893e-01
4.320000000000000e+00	1.679667e-01
4.330000000000000e+00	1.694496e-01
4.340000000000000e+00	1.709379e-01
4.350000000000001e+00	1.724316e-01
4.360000000000000e+00	1.739307e-01
4.370000000000000e+00	1.754353e-01
4.380000000000000e+00	1.769452e-01
4.390000000000000e+00	1.784605e-01
4.400000000000000e+00	1.799812e-01
4.410000000000000e+00	1.815073e-01
4.420000000000000e+00	1.830387e-01
4.430000000000000e+00	1.845754e-01
4.440000000000000e+00	1.861175e-01
4.450000000000000e+00	1.876649e-01
4.460000000000000e+00	1.892176e-01
4.470000000000000e+00	1.907756e-01
4.480000000000000e+00	1.923389e-01
4.490000000000000e+00	1.939074e-01
4.500000000000000e+00	1.954812e-01
4.510000000000000e+00	1.970602e-01
4.520000000000000e+00	1.986445e-01
4.530000000000000e+00	2.002340e-01
4.540000000000000e+00	2.018288e-01
4.550000000000000e+00	2.034287e-01
4.560000000000000e+00	2.050339e-01
4.570000000000000e+00	2.066442e-01
4.580000000000000e+00	2.082596e-01
4.590000000000000e+00	2.098803e-01
4.600000000000001e+00	2.115061e-01
4.610000000000000e+00	2.131370e-01
4.620000000000000e+00	2.147731e-01
4.630000000000000e+00	2.164143e-01
4.640000000000000e+00	2.180606e-01
4.650000000000000e+00	2.197120e-01
4.660000000000000e+00	2.213685e-01
4.670000000000000e+00	2.230300e-01
4.680000000000000e+00	2.246967e-01
4.690000000000000e+00	2.263683e-01
4.700000000000000e+00	2.280450e-01
4.710000000000000e+00	2.297268e-01
4.720000000000000e+00	2.314136e-01
4.730000000000000e+00	2.331054e-01
4.740000000000000e+00	2.348022e-01
4.750000000000000e+00	2.365040e-01
4.760000000000000e+00	2.382108e-01
4.770000000000000e+00	2.399225e-01
4.780000000000000e+00	2.416393e-01
4.790000000000000e+00	2.433609e-01
4.800000000000000e+00	2.450876e-01
4.810000000000000e+00	2.468191e-01
4.820000000000000e+00	2.485556e-01
4.830000000000000e+00	2.502970e-01
4.840000000000000e+00	2.520433e-01
4.850000000000001e+00	2.537945e-01
4.860000000000000e+00	2.555505e-01
4.870000000000000e+00	2.573115e-01
4.880000000000000e+00	2.590773e-01
4.890000000000000e+00	2.608480e-01
4.900000000000000e+00	2.626235e-01
4.910000000000000e+00	2.644038e-01
4.920000000000000e+00	2.661890e-01
4.930000000000000e+00	2.679790e-01
4.940000000000000e+00	2.697738e-01
4.950000000000000e+00	2.715734e-01
4.960000000000000e+00	2.733777e-01
4.970000000000000e+00	2.751869e-01
4.980000000000000e+00	2.770008e-01
4.990000000000000e+00	2.788195e-01
5.000000000000000e+00	2.806430e-01
